COUNTY,STNAME,CTYNAME,CENSUS2010POP,BIRTHS2010
0,Alabama,Alabama,4779736,14227
1,Alabama,Autauga County,54571,151
3,Alabama,Baldwin County,182265,516
5,Alabama,Barbour County,27457,70
7,Alabama,Bibb County,22915,44
9,Alabama,Blount County,57322,183
11,Alabama,Bullock County,10914,39
13,Alabama,Butler County,20947,65
15,Alabama,Calhoun County,118572,317
17,Alabama,Chambers County,34215,81
19,Alabama,Cherokee County,25989,55
21,Alabama,Chilton County,43643,123
23,Alabama,Choctaw County,13859,29
25,Alabama,Clarke County,25833,49
27,Alabama,Clay County,13932,27
29,Alabama,Cleburne County,14972,42
31,Alabama,Coffee County,49948,168
33,Alabama,Colbert County,54428,162
35,Alabama,Conecuh County,13228,34
37,Alabama,Coosa County,11539,21
39,Alabama,Covington County,37765,100
41,Alabama,Crenshaw County,13906,37
43,Alabama,Cullman County,80406,249
45,Alabama,Dale County,50251,173
47,Alabama,Dallas County,43820,130
49,Alabama,DeKalb County,71109,232
51,Alabama,Elmore County,79303,235
53,Alabama,Escambia County,38319,121
55,Alabama,Etowah County,104430,260
57,Alabama,Fayette County,17241,42
59,Alabama,Franklin County,31704,120
61,Alabama,Geneva County,26790,74
63,Alabama,Greene County,9045,38
65,Alabama,Hale County,15760,55
67,Alabama,Henry County,17302,40
69,Alabama,Houston County,101547,323
71,Alabama,Jackson County,53227,144
73,Alabama,Jefferson County,658466,2104
75,Alabama,Lamar County,14564,33
77,Alabama,Lauderdale County,92709,239
79,Alabama,Lawrence County,34339,78
81,Alabama,Lee County,140247,412
83,Alabama,Limestone County,82782,223
85,Alabama,Lowndes County,11299,37
87,Alabama,Macon County,21452,65
89,Alabama,Madison County,334811,964
91,Alabama,Marengo County,21027,48
93,Alabama,Marion County,30776,74
95,Alabama,Marshall County,93019,323
97,Alabama,Mobile County,412992,1346
99,Alabama,Monroe County,23068,56
101,Alabama,Montgomery County,229363,713
103,Alabama,Morgan County,119490,384
105,Alabama,Perry County,10591,32
107,Alabama,Pickens County,19746,53
109,Alabama,Pike County,32899,93
111,Alabama,Randolph County,22913,42
113,Alabama,Russell County,52947,192
115,Alabama,St. Clair County,83593,278
117,Alabama,Shelby County,195085,632
119,Alabama,Sumter County,13763,27
121,Alabama,Talladega County,82291,202
123,Alabama,Tallapoosa County,41616,128
125,Alabama,Tuscaloosa County,194656,561
127,Alabama,Walker County,67023,218
129,Alabama,Washington County,17581,41
131,Alabama,Wilcox County,11670,21
133,Alabama,Winston County,24484,59
0,Alaska,Alaska,710231,2893
13,Alaska,Aleutians East Borough,3141,2
16,Alaska,Aleutians West Census Area,5561,5
20,Alaska,Anchorage Municipality,291826,1162
50,Alaska,Bethel Census Area,17013,116
60,Alaska,Bristol Bay Borough,997,3
68,Alaska,Denali Borough,1826,9
70,Alaska,Dillingham Census Area,4847,19
90,Alaska,Fairbanks North Star Borough,97581,481
100,Alaska,Haines Borough,2508,2
105,Alaska,Hoonah-Angoon Census Area,2150,3
110,Alaska,Juneau City and Borough,31275,101
122,Alaska,Kenai Peninsula Borough,55400,183
130,Alaska,Ketchikan Gateway Borough,13477,41
150,Alaska,Kodiak Island Borough,13592,66
158,Alaska,Kusilvak Census Area,7459,55
164,Alaska,Lake and Peninsula Borough,1631,10
170,Alaska,Matanuska-Susitna Borough,88995,321
180,Alaska,Nome Census Area,9492,56
185,Alaska,North Slope Borough,9430,48
188,Alaska,Northwest Arctic Borough,7523,55
195,Alaska,Petersburg Borough,3815,14
198,Alaska,Prince of Wales-Hyder Census Area,5559,18
220,Alaska,Sitka City and Borough,8881,27
230,Alaska,Skagway Municipality,968,3
240,Alaska,Southeast Fairbanks Census Area,7029,42
261,Alaska,Valdez-Cordova Census Area,9636,22
275,Alaska,Wrangell City and Borough,2369,6
282,Alaska,Yakutat City and Borough,662,2
290,Alaska,Yukon-Koyukuk Census Area,5588,21
0,Arizona,Arizona,6392017,20942
1,Arizona,Apache County,71518,276
3,Arizona,Cochise County,131346,397
5,Arizona,Coconino County,134421,430
7,Arizona,Gila County,53597,166
9,Arizona,Graham County,37220,125
11,Arizona,Greenlee County,8437,18
12,Arizona,La Paz County,20489,42
13,Arizona,Maricopa County,3817117,13121
15,Arizona,Mohave County,200186,491
17,Arizona,Navajo County,107449,456
19,Arizona,Pima County,980263,2899
21,Arizona,Pinal County,375770,1172
23,Arizona,Santa Cruz County,47420,179
25,Arizona,Yavapai County,211033,462
27,Arizona,Yuma County,195751,708
0,Arkansas,Arkansas,2915918,9438
1,Arkansas,Arkansas County,19019,73
3,Arkansas,Ashley County,21853,60
5,Arkansas,Baxter County,41513,83
7,Arkansas,Benton County,221339,829
9,Arkansas,Boone County,36903,91
11,Arkansas,Bradley County,11508,34
13,Arkansas,Calhoun County,5368,15
15,Arkansas,Carroll County,27446,73
17,Arkansas,Chicot County,11800,34
19,Arkansas,Clark County,22995,67
21,Arkansas,Clay County,16083,37
23,Arkansas,Cleburne County,25970,71
25,Arkansas,Cleveland County,8689,21
27,Arkansas,Columbia County,24552,72
29,Arkansas,Conway County,21273,56
31,Arkansas,Craighead County,96443,336
33,Arkansas,Crawford County,61948,185
35,Arkansas,Crittenden County,50902,198
37,Arkansas,Cross County,17870,49
39,Arkansas,Dallas County,8116,26
41,Arkansas,Desha County,13008,42
43,Arkansas,Drew County,18509,45
45,Arkansas,Faulkner County,113237,388
47,Arkansas,Franklin County,18125,45
49,Arkansas,Fulton County,12245,31
51,Arkansas,Garland County,96024,292
53,Arkansas,Grant County,17853,46
55,Arkansas,Greene County,42090,129
57,Arkansas,Hempstead County,22609,103
59,Arkansas,Hot Spring County,32923,75
61,Arkansas,Howard County,13789,48
63,Arkansas,Independence County,36647,119
65,Arkansas,Izard County,13696,35
67,Arkansas,Jackson County,17997,44
69,Arkansas,Jefferson County,77435,251
71,Arkansas,Johnson County,25540,94
73,Arkansas,Lafayette County,7645,20
75,Arkansas,Lawrence County,17415,50
77,Arkansas,Lee County,10424,20
79,Arkansas,Lincoln County,14134,33
81,Arkansas,Little River County,13171,43
83,Arkansas,Logan County,22353,55
85,Arkansas,Lonoke County,68356,230
87,Arkansas,Madison County,15717,48
89,Arkansas,Marion County,16653,40
91,Arkansas,Miller County,43462,162
93,Arkansas,Mississippi County,46480,178
95,Arkansas,Monroe County,8149,30
97,Arkansas,Montgomery County,9487,25
99,Arkansas,Nevada County,8997,32
101,Arkansas,Newton County,8330,15
103,Arkansas,Ouachita County,26120,54
105,Arkansas,Perry County,10445,31
107,Arkansas,Phillips County,21757,67
109,Arkansas,Pike County,11291,25
111,Arkansas,Poinsett County,24583,58
113,Arkansas,Polk County,20662,52
115,Arkansas,Pope County,61754,201
117,Arkansas,Prairie County,8715,31
119,Arkansas,Pulaski County,382748,1413
121,Arkansas,Randolph County,17969,55
123,Arkansas,St. Francis County,28258,93
125,Arkansas,Saline County,107118,287
127,Arkansas,Scott County,11233,35
129,Arkansas,Searcy County,8195,14
131,Arkansas,Sebastian County,125744,417
133,Arkansas,Sevier County,17058,72
135,Arkansas,Sharp County,17264,40
137,Arkansas,Stone County,12394,21
139,Arkansas,Union County,41639,111
141,Arkansas,Van Buren County,17295,41
143,Arkansas,Washington County,203065,803
145,Arkansas,White County,77076,244
147,Arkansas,Woodruff County,7260,16
149,Arkansas,Yell County,22185,79
0,California,California,37253956,123311
1,California,Alameda County,1510271,4876
3,California,Alpine County,1175,2
5,California,Amador County,38091,78
7,California,Butte County,220000,622
9,California,Calaveras County,45578,74
11,California,Colusa County,21419,70
13,California,Contra Costa County,1049025,3011
15,California,Del Norte County,28610,89
17,California,El Dorado County,181058,382
19,California,Fresno County,930450,3896
21,California,Glenn County,28122,107
23,California,Humboldt County,134623,383
25,California,Imperial County,174528,687
27,California,Inyo County,18546,39
29,California,Kern County,839631,3488
31,California,Kings County,152982,570
33,California,Lake County,64665,162
35,California,Lassen County,34895,85
37,California,Los Angeles County,9818605,31740
39,California,Madera County,150865,573
41,California,Marin County,252409,588
43,California,Mariposa County,18251,31
45,California,Mendocino County,87841,305
47,California,Merced County,255793,1066
49,California,Modoc County,9686,27
51,California,Mono County,14202,31
53,California,Monterey County,415057,1672
55,California,Napa County,136484,390
57,California,Nevada County,98764,216
59,California,Orange County,3010232,9301
61,California,Placer County,348432,951
63,California,Plumas County,20007,41
65,California,Riverside County,2189641,7217
67,California,Sacramento County,1418788,5027
69,California,San Benito County,55269,190
71,California,San Bernardino County,2035210,7464
73,California,San Diego County,3095313,10717
75,California,San Francisco County,805235,2120
77,California,San Joaquin County,685306,2547
79,California,San Luis Obispo County,269637,704
81,California,San Mateo County,718451,2286
83,California,Santa Barbara County,423895,1511
85,California,Santa Clara County,1781642,5866
87,California,Santa Cruz County,262382,811
89,California,Shasta County,177223,534
91,California,Sierra County,3240,7
93,California,Siskiyou County,44900,90
95,California,Solano County,413344,1190
97,California,Sonoma County,483878,1420
99,California,Stanislaus County,514453,1923
101,California,Sutter County,94737,324
103,California,Tehama County,63463,179
105,California,Trinity County,13786,33
107,California,Tulare County,442179,1854
109,California,Tuolumne County,55365,130
111,California,Ventura County,823318,2765
113,California,Yolo County,200849,566
115,California,Yuba County,72155,283
0,Colorado,Colorado,5029196,16789
1,Colorado,Adams County,441603,1806
3,Colorado,Alamosa County,15445,75
5,Colorado,Arapahoe County,572003,2034
7,Colorado,Archuleta County,12084,21
9,Colorado,Baca County,3788,13
11,Colorado,Bent County,6499,12
13,Colorado,Boulder County,294567,768
14,Colorado,Broomfield County,55889,163
15,Colorado,Chaffee County,17809,30
17,Colorado,Cheyenne County,1836,4
19,Colorado,Clear Creek County,9088,14
21,Colorado,Conejos County,8256,41
23,Colorado,Costilla County,3524,7
25,Colorado,Crowley County,5823,12
27,Colorado,Custer County,4255,5
29,Colorado,Delta County,30952,85
31,Colorado,Denver County,600158,2409
33,Colorado,Dolores County,2064,5
35,Colorado,Douglas County,285465,923
37,Colorado,Eagle County,52197,195
39,Colorado,Elbert County,23086,33
41,Colorado,El Paso County,622263,2259
43,Colorado,Fremont County,46824,79
45,Colorado,Garfield County,56389,230
47,Colorado,Gilpin County,5441,10
49,Colorado,Grand County,14843,28
51,Colorado,Gunnison County,15324,42
53,Colorado,Hinsdale County,843,0
55,Colorado,Huerfano County,6711,10
57,Colorado,Jackson County,1394,4
59,Colorado,Jefferson County,534543,1482
61,Colorado,Kiowa County,1398,3
63,Colorado,Kit Carson County,8270,29
65,Colorado,Lake County,7310,26
67,Colorado,La Plata County,51334,165
69,Colorado,Larimer County,299630,843
71,Colorado,Las Animas County,15507,29
73,Colorado,Lincoln County,5467,12
75,Colorado,Logan County,22709,57
77,Colorado,Mesa County,146723,477
79,Colorado,Mineral County,712,1
81,Colorado,Moffat County,13795,58
83,Colorado,Montezuma County,25535,84
85,Colorado,Montrose County,41276,123
87,Colorado,Morgan County,28159,126
89,Colorado,Otero County,18831,45
91,Colorado,Ouray County,4436,12
93,Colorado,Park County,16206,27
95,Colorado,Phillips County,4442,17
97,Colorado,Pitkin County,17148,36
99,Colorado,Prowers County,12551,39
101,Colorado,Pueblo County,159063,502
103,Colorado,Rio Blanco County,6666,22
105,Colorado,Rio Grande County,11982,43
107,Colorado,Routt County,23509,68
109,Colorado,Saguache County,6108,18
111,Colorado,San Juan County,699,0
113,Colorado,San Miguel County,7359,17
115,Colorado,Sedgwick County,2379,6
117,Colorado,Summit County,27994,64
119,Colorado,Teller County,23350,49
121,Colorado,Washington County,4814,12
123,Colorado,Weld County,252825,942
125,Colorado,Yuma County,10043,38
0,Connecticut,Connecticut,3574097,9492
1,Connecticut,Fairfield County,916829,2721
3,Connecticut,Hartford County,894014,2454
5,Connecticut,Litchfield County,189927,416
7,Connecticut,Middlesex County,165676,357
9,Connecticut,New Haven County,862477,2259
11,Connecticut,New London County,274055,658
13,Connecticut,Tolland County,152691,337
15,Connecticut,Windham County,118428,290
0,Delaware,Delaware,897934,2848
1,Delaware,Kent County,162310,573
3,Delaware,New Castle County,538479,1699
5,Delaware,Sussex County,197145,576
0,District of Columbia,District of Columbia,601723,2246
1,District of Columbia,District of Columbia,601723,2246
0,Florida,Florida,18801310,50875
1,Florida,Alachua County,247336,695
3,Florida,Baker County,27115,81
5,Florida,Bay County,168852,519
7,Florida,Bradford County,28520,84
9,Florida,Brevard County,543376,1167
11,Florida,Broward County,1748066,5071
13,Florida,Calhoun County,14625,39
15,Florida,Charlotte County,159978,260
17,Florida,Citrus County,141236,244
19,Florida,Clay County,190865,517
21,Florida,Collier County,321520,785
23,Florida,Columbia County,67531,194
27,Florida,DeSoto County,34862,101
29,Florida,Dixie County,16422,37
31,Florida,Duval County,864263,3021
33,Florida,Escambia County,297619,1000
35,Florida,Flagler County,95696,227
37,Florida,Franklin County,11549,28
39,Florida,Gadsden County,46389,157
41,Florida,Gilchrist County,16939,49
43,Florida,Glades County,12884,20
45,Florida,Gulf County,15863,26
47,Florida,Hamilton County,14799,39
49,Florida,Hardee County,27731,87
51,Florida,Hendry County,39140,156
53,Florida,Hernando County,172778,368
55,Florida,Highlands County,98786,217
57,Florida,Hillsborough County,1229226,3761
59,Florida,Holmes County,19927,49
61,Florida,Indian River County,138028,316
63,Florida,Jackson County,49746,120
65,Florida,Jefferson County,14761,32
67,Florida,Lafayette County,8870,23
69,Florida,Lake County,297052,733
71,Florida,Lee County,618754,1535
73,Florida,Leon County,275487,751
75,Florida,Levy County,40801,110
77,Florida,Liberty County,8365,18
79,Florida,Madison County,19224,35
81,Florida,Manatee County,322833,779
83,Florida,Marion County,331298,763
85,Florida,Martin County,146318,299
86,Florida,Miami-Dade County,2496435,7274
87,Florida,Monroe County,73090,154
89,Florida,Nassau County,73314,188
91,Florida,Okaloosa County,180822,612
93,Florida,Okeechobee County,39996,128
95,Florida,Orange County,1145956,3653
97,Florida,Osceola County,268685,889
99,Florida,Palm Beach County,1320134,3334
101,Florida,Pasco County,464697,1118
103,Florida,Pinellas County,916542,1922
105,Florida,Polk County,602095,1753
107,Florida,Putnam County,74364,214
109,Florida,St. Johns County,190039,430
111,Florida,St. Lucie County,277789,717
113,Florida,Santa Rosa County,151372,453
115,Florida,Sarasota County,379448,690
117,Florida,Seminole County,422718,1077
119,Florida,Sumter County,93420,101
121,Florida,Suwannee County,41551,122
123,Florida,Taylor County,22570,58
125,Florida,Union County,15535,42
127,Florida,Volusia County,494593,1167
129,Florida,Wakulla County,30776,68
131,Florida,Walton County,55043,137
133,Florida,Washington County,24896,61
